date,measure,tax,scope,netto_koncepcio,value,period,incl_kozfoglalk
2023-05,atlag,brutto,egeszsegugyi_szocialis_ellatas,,597400,monthly,False
2023-05,atlag,brutto,egyeb_szolgaltatas,,433700,monthly,False
2023-05,atlag,brutto,energiaipar,,1229100,monthly,False
2023-05,atlag,brutto,epitoipar,,441600,monthly,False
2023-05,atlag,brutto,feldolgozoipar,,610800,monthly,False
2023-05,atlag,brutto,informacio_kommunikacio,,897200,monthly,False
2023-05,atlag,brutto,ingatlanugyletek,,489500,monthly,False
2023-05,atlag,brutto,kereskedelem,,501000,monthly,False
2023-05,atlag,brutto,kozigazgatas,,610400,monthly,False
2023-05,atlag,brutto,mezogazdasag,,446900,monthly,False
2023-05,atlag,brutto,muveszet_szabadido,,531200,monthly,False
2023-05,atlag,brutto,oktatas,,513800,monthly,False
2023-05,atlag,brutto,penzugyi_szolgaltatas,,1040500,monthly,False
2023-05,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,372200,monthly,False
2023-05,atlag,brutto,szallitas_raktarozas,,531400,monthly,False
2023-05,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,718900,monthly,False
2023-05,atlag,brutto,viz_es_hulladekgazdalkodas,,526300,monthly,False
2023-06,atlag,brutto,adminisztrativ_szolgaltatasok,,474500,monthly,False
2023-06,atlag,brutto,banyaszat,,671400,monthly,False
2023-06,atlag,brutto,egeszsegugyi_szocialis_ellatas,,603600,monthly,False
2023-06,atlag,brutto,egyeb_szolgaltatas,,435600,monthly,False
2023-06,atlag,brutto,energiaipar,,772700,monthly,False
2023-06,atlag,brutto,epitoipar,,451300,monthly,False
2023-06,atlag,brutto,feldolgozoipar,,616300,monthly,False
2023-06,atlag,brutto,informacio_kommunikacio,,904200,monthly,False
2023-06,atlag,brutto,ingatlanugyletek,,487600,monthly,False
2023-06,atlag,brutto,kereskedelem,,502500,monthly,False
2023-06,atlag,brutto,kozigazgatas,,638100,monthly,False
2023-06,atlag,brutto,mezogazdasag,,441500,monthly,False
2023-06,atlag,brutto,muveszet_szabadido,,544900,monthly,False
2023-06,atlag,brutto,oktatas,,528900,monthly,False
2023-06,atlag,brutto,penzugyi_szolgaltatas,,949000,monthly,False
2023-06,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,360600,monthly,False
2023-06,atlag,brutto,szallitas_raktarozas,,519300,monthly,False
2023-06,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,724000,monthly,False
2023-06,atlag,brutto,viz_es_hulladekgazdalkodas,,528400,monthly,False
2023-07,atlag,brutto,adminisztrativ_szolgaltatasok,,471700,monthly,False
2023-07,atlag,brutto,banyaszat,,645100,monthly,False
2023-07,atlag,brutto,egeszsegugyi_szocialis_ellatas,,624800,monthly,False
2023-07,atlag,brutto,egyeb_szolgaltatas,,433000,monthly,False
2023-07,atlag,brutto,energiaipar,,800500,monthly,False
2023-07,atlag,brutto,epitoipar,,438000,monthly,False
2023-07,atlag,brutto,feldolgozoipar,,593500,monthly,False
2023-07,atlag,brutto,informacio_kommunikacio,,899300,monthly,False
2023-07,atlag,brutto,ingatlanugyletek,,481500,monthly,False
2023-07,atlag,brutto,kereskedelem,,501600,monthly,False
2023-07,atlag,brutto,kozigazgatas,,628500,monthly,False
2023-07,atlag,brutto,mezogazdasag,,452000,monthly,False
2023-07,atlag,brutto,muveszet_szabadido,,538900,monthly,False
2023-07,atlag,brutto,oktatas,,525000,monthly,False
2023-07,atlag,brutto,penzugyi_szolgaltatas,,925500,monthly,False
2023-07,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,358000,monthly,False
2023-07,atlag,brutto,szallitas_raktarozas,,515000,monthly,False
2023-07,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,704500,monthly,False
2023-07,atlag,brutto,viz_es_hulladekgazdalkodas,,500200,monthly,False
2023-08,atlag,brutto,adminisztrativ_szolgaltatasok,,473100,monthly,False
2023-08,atlag,brutto,banyaszat,,699700,monthly,False
2023-08,atlag,brutto,egeszsegugyi_szocialis_ellatas,,630900,monthly,False
2023-08,atlag,brutto,egyeb_szolgaltatas,,433000,monthly,False
2023-08,atlag,brutto,energiaipar,,871500,monthly,False
2023-08,atlag,brutto,epitoipar,,434500,monthly,False
2023-08,atlag,brutto,feldolgozoipar,,589800,monthly,False
2023-08,atlag,brutto,informacio_kommunikacio,,893200,monthly,False
2023-08,atlag,brutto,ingatlanugyletek,,478700,monthly,False
2023-08,atlag,brutto,kereskedelem,,491700,monthly,False
2023-08,atlag,brutto,kozigazgatas,,636100,monthly,False
2023-08,atlag,brutto,mezogazdasag,,435600,monthly,False
2023-08,atlag,brutto,muveszet_szabadido,,525500,monthly,False
2023-08,atlag,brutto,oktatas,,512500,monthly,False
2023-08,atlag,brutto,penzugyi_szolgaltatas,,882700,monthly,False
2023-08,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,362100,monthly,False
2023-08,atlag,brutto,szallitas_raktarozas,,511100,monthly,False
2023-08,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,702400,monthly,False
2023-08,atlag,brutto,viz_es_hulladekgazdalkodas,,510900,monthly,False
2023-09,atlag,brutto,adminisztrativ_szolgaltatasok,,470100,monthly,False
2023-09,atlag,brutto,banyaszat,,653800,monthly,False
2023-09,atlag,brutto,egeszsegugyi_szocialis_ellatas,,628700,monthly,False
2023-09,atlag,brutto,egyeb_szolgaltatas,,439600,monthly,False
2023-09,atlag,brutto,energiaipar,,749800,monthly,False
2023-09,atlag,brutto,epitoipar,,441900,monthly,False
2023-09,atlag,brutto,feldolgozoipar,,591800,monthly,False
2023-09,atlag,brutto,informacio_kommunikacio,,892200,monthly,False
2023-09,atlag,brutto,ingatlanugyletek,,480800,monthly,False
2023-09,atlag,brutto,kereskedelem,,495800,monthly,False
2023-09,atlag,brutto,kozigazgatas,,655000,monthly,False
2023-09,atlag,brutto,mezogazdasag,,440200,monthly,False
2023-09,atlag,brutto,muveszet_szabadido,,535100,monthly,False
2023-09,atlag,brutto,oktatas,,509500,monthly,False
2023-09,atlag,brutto,penzugyi_szolgaltatas,,888000,monthly,False
2023-09,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,361100,monthly,False
2023-09,atlag,brutto,szallitas_raktarozas,,505500,monthly,False
2023-09,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,714400,monthly,False
2023-09,atlag,brutto,viz_es_hulladekgazdalkodas,,500500,monthly,False
2023-10,atlag,brutto,adminisztrativ_szolgaltatasok,,478900,monthly,False
2023-10,atlag,brutto,banyaszat,,664200,monthly,False
2023-10,atlag,brutto,egeszsegugyi_szocialis_ellatas,,630300,monthly,False
2023-10,atlag,brutto,egyeb_szolgaltatas,,432100,monthly,False
2023-10,atlag,brutto,energiaipar,,780200,monthly,False
2023-10,atlag,brutto,epitoipar,,439600,monthly,False
2023-10,atlag,brutto,feldolgozoipar,,602700,monthly,False
2023-10,atlag,brutto,informacio_kommunikacio,,911300,monthly,False
2023-10,atlag,brutto,ingatlanugyletek,,484700,monthly,False
2023-10,atlag,brutto,kereskedelem,,505100,monthly,False
2023-10,atlag,brutto,kozigazgatas,,631700,monthly,False
2023-10,atlag,brutto,mezogazdasag,,442900,monthly,False
2023-10,atlag,brutto,muveszet_szabadido,,548000,monthly,False
2023-10,atlag,brutto,oktatas,,521200,monthly,False
2023-10,atlag,brutto,penzugyi_szolgaltatas,,928100,monthly,False
2023-10,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,367900,monthly,False
2023-10,atlag,brutto,szallitas_raktarozas,,523800,monthly,False
2023-10,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,711500,monthly,False
2023-10,atlag,brutto,viz_es_hulladekgazdalkodas,,510200,monthly,False
2023-11,atlag,brutto,adminisztrativ_szolgaltatasok,,503500,monthly,False
2023-11,atlag,brutto,banyaszat,,767800,monthly,False
2023-11,atlag,brutto,egeszsegugyi_szocialis_ellatas,,668600,monthly,False
2023-11,atlag,brutto,egyeb_szolgaltatas,,480800,monthly,False
2023-11,atlag,brutto,energiaipar,,900200,monthly,False
2023-11,atlag,brutto,epitoipar,,475100,monthly,False
2023-11,atlag,brutto,feldolgozoipar,,689700,monthly,False
2023-11,atlag,brutto,informacio_kommunikacio,,926500,monthly,False
2023-11,atlag,brutto,ingatlanugyletek,,539900,monthly,False
2023-11,atlag,brutto,kereskedelem,,547900,monthly,False
2023-11,atlag,brutto,kozigazgatas,,714400,monthly,False
2023-11,atlag,brutto,mezogazdasag,,478400,monthly,False
2023-11,atlag,brutto,muveszet_szabadido,,624200,monthly,False
2023-11,atlag,brutto,oktatas,,613700,monthly,False
2023-11,atlag,brutto,penzugyi_szolgaltatas,,948900,monthly,False
2023-11,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,387400,monthly,False
2023-11,atlag,brutto,szallitas_raktarozas,,550800,monthly,False
2023-11,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,775200,monthly,False
2023-11,atlag,brutto,viz_es_hulladekgazdalkodas,,602100,monthly,False
2023-12,atlag,brutto,adminisztrativ_szolgaltatasok,,536800,monthly,False
2023-12,atlag,brutto,banyaszat,,839500,monthly,False
2023-12,atlag,brutto,egeszsegugyi_szocialis_ellatas,,683800,monthly,False
2023-12,atlag,brutto,egyeb_szolgaltatas,,587500,monthly,False
2023-12,atlag,brutto,energiaipar,,913300,monthly,False
2023-12,atlag,brutto,epitoipar,,543800,monthly,False
2023-12,atlag,brutto,feldolgozoipar,,687500,monthly,False
2023-12,atlag,brutto,informacio_kommunikacio,,1031000,monthly,False
2023-12,atlag,brutto,ingatlanugyletek,,606900,monthly,False
2023-12,atlag,brutto,kereskedelem,,578300,monthly,False
2023-12,atlag,brutto,kozigazgatas,,699900,monthly,False
2023-12,atlag,brutto,mezogazdasag,,561600,monthly,False
2023-12,atlag,brutto,muveszet_szabadido,,682800,monthly,False
2023-12,atlag,brutto,oktatas,,612200,monthly,False
2023-12,atlag,brutto,penzugyi_szolgaltatas,,1251500,monthly,False
2023-12,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,421500,monthly,False
2023-12,atlag,brutto,szallitas_raktarozas,,588300,monthly,False
2023-12,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,859100,monthly,False
2023-12,atlag,brutto,viz_es_hulladekgazdalkodas,,734800,monthly,False
2024-01,atlag,brutto,adminisztrativ_szolgaltatasok,,511200,monthly,False
2024-01,atlag,brutto,banyaszat,,660600,monthly,False
2024-01,atlag,brutto,egeszsegugyi_szocialis_ellatas,,654500,monthly,False
2024-01,atlag,brutto,egyeb_szolgaltatas,,462900,monthly,False
2024-01,atlag,brutto,energiaipar,,798700,monthly,False
2024-01,atlag,brutto,epitoipar,,470000,monthly,False
2024-01,atlag,brutto,feldolgozoipar,,638100,monthly,False
2024-01,atlag,brutto,informacio_kommunikacio,,961000,monthly,False
2024-01,atlag,brutto,ingatlanugyletek,,512200,monthly,False
2024-01,atlag,brutto,kereskedelem,,544800,monthly,False
2024-01,atlag,brutto,koltsegvetes,,583300,monthly,True
2024-01,atlag,brutto,kozfoglalk,,132400,monthly,True
2024-01,atlag,brutto,kozigazgatas,,666300,monthly,False
2024-01,atlag,brutto,mezogazdasag,,456800,monthly,False
2024-01,atlag,brutto,muveszet_szabadido,,575100,monthly,False
2024-01,atlag,brutto,nem_kozfoglalk,,615100,monthly,False
2024-01,atlag,brutto,nemzetgazdasag,,605100,monthly,True
2024-01,atlag,brutto,nonprofit,,605100,monthly,True
2024-01,atlag,brutto,oktatas,,616200,monthly,False
2024-01,atlag,brutto,penzugyi_szolgaltatas,,977100,monthly,False
2024-01,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,398100,monthly,False
2024-01,atlag,brutto,szallitas_raktarozas,,567800,monthly,False
2024-01,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,765600,monthly,False
2024-01,atlag,brutto,vallalkozas,,611400,monthly,True
2024-01,atlag,brutto,viz_es_hulladekgazdalkodas,,523600,monthly,False
2024-01,atlag,netto,koltsegvetes,kedvezmeny_nelkul,387900,monthly,True
2024-01,atlag,netto,kozfoglalk,kedvezmeny_nelkul,88000,monthly,True
2024-01,atlag,netto,nem_kozfoglalk,kedvezmeny_nelkul,409100,monthly,False
2024-01,atlag,netto,nemzetgazdasag,kedvezmennyel,416600,monthly,True
2024-01,atlag,netto,nemzetgazdasag,kedvezmeny_nelkul,402400,monthly,True
2024-01,atlag,netto,nonprofit,kedvezmeny_nelkul,402400,monthly,True
2024-01,atlag,netto,vallalkozas,kedvezmeny_nelkul,406600,monthly,True
2024-01,median,brutto,nemzetgazdasag,,493700,monthly,True
2024-01,median,netto,nemzetgazdasag,kedvezmennyel,341700,monthly,True
2024-01,rendsz,brutto,koltsegvetes,,576200,monthly,True
2024-01,rendsz,brutto,nemzetgazdasag,,578300,monthly,True
2024-01,rendsz,brutto,nonprofit,,599400,monthly,True
2024-01,rendsz,brutto,vallalkozas,,576700,monthly,True
2024-02,atlag,brutto,adminisztrativ_szolgaltatasok,,501600,monthly,False
2024-02,atlag,brutto,banyaszat,,686300,monthly,False
2024-02,atlag,brutto,egeszsegugyi_szocialis_ellatas,,643800,monthly,False
2024-02,atlag,brutto,egyeb_szolgaltatas,,472200,monthly,False
2024-02,atlag,brutto,energiaipar,,802000,monthly,False
2024-02,atlag,brutto,epitoipar,,474300,monthly,False
2024-02,atlag,brutto,feldolgozoipar,,632800,monthly,False
2024-02,atlag,brutto,informacio_kommunikacio,,1013700,monthly,False
2024-02,atlag,brutto,ingatlanugyletek,,522700,monthly,False
2024-02,atlag,brutto,kereskedelem,,552900,monthly,False
2024-02,atlag,brutto,koltsegvetes,,582100,monthly,True
2024-02,atlag,brutto,kozfoglalk,,132400,monthly,True
2024-02,atlag,brutto,kozigazgatas,,663500,monthly,False
2024-02,atlag,brutto,mezogazdasag,,453300,monthly,False
2024-02,atlag,brutto,muveszet_szabadido,,570700,monthly,False
2024-02,atlag,brutto,nem_kozfoglalk,,615400,monthly,False
2024-02,atlag,brutto,nemzetgazdasag,,605400,monthly,True
2024-02,atlag,brutto,nonprofit,,608000,monthly,True
2024-02,atlag,brutto,oktatas,,623900,monthly,False
2024-02,atlag,brutto,penzugyi_szolgaltatas,,928400,monthly,False
2024-02,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,398000,monthly,False
2024-02,atlag,brutto,szallitas_raktarozas,,563700,monthly,False
2024-02,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,763700,monthly,False
2024-02,atlag,brutto,vallalkozas,,611800,monthly,True
2024-02,atlag,brutto,viz_es_hulladekgazdalkodas,,535500,monthly,False
2024-02,atlag,netto,koltsegvetes,kedvezmeny_nelkul,387100,monthly,True
2024-02,atlag,netto,kozfoglalk,kedvezmeny_nelkul,88100,monthly,True
2024-02,atlag,netto,nem_kozfoglalk,kedvezmeny_nelkul,409200,monthly,False
2024-02,atlag,netto,nemzetgazdasag,kedvezmennyel,417100,monthly,True
2024-02,atlag,netto,nemzetgazdasag,kedvezmeny_nelkul,402600,monthly,True
2024-02,atlag,netto,nonprofit,kedvezmeny_nelkul,404300,monthly,True
2024-02,atlag,netto,vallalkozas,kedvezmeny_nelkul,406800,monthly,True
2024-02,median,brutto,nemzetgazdasag,,491900,monthly,True
2024-02,median,netto,nemzetgazdasag,kedvezmennyel,340700,monthly,True
2024-02,rendsz,brutto,koltsegvetes,,572900,monthly,True
2024-02,rendsz,brutto,nemzetgazdasag,,578000,monthly,True
2024-02,rendsz,brutto,nonprofit,,602600,monthly,True
2024-02,rendsz,brutto,vallalkozas,,577000,monthly,True
2024-03,atlag,brutto,adminisztrativ_szolgaltatasok,,547700,monthly,False
2024-03,atlag,brutto,banyaszat,,724300,monthly,False
2024-03,atlag,brutto,egeszsegugyi_szocialis_ellatas,,685100,monthly,False
2024-03,atlag,brutto,egyeb_szolgaltatas,,491200,monthly,False
2024-03,atlag,brutto,energiaipar,,1048700,monthly,False
2024-03,atlag,brutto,epitoipar,,490100,monthly,False
2024-03,atlag,brutto,feldolgozoipar,,722500,monthly,False
2024-03,atlag,brutto,informacio_kommunikacio,,1047700,monthly,False
2024-03,atlag,brutto,ingatlanugyletek,,550700,monthly,False
2024-03,atlag,brutto,kereskedelem,,588100,monthly,False
2024-03,atlag,brutto,koltsegvetes,,606000,monthly,True
2024-03,atlag,brutto,kozfoglalk,,134000,monthly,True
2024-03,atlag,brutto,kozigazgatas,,691800,monthly,False
2024-03,atlag,brutto,mezogazdasag,,476500,monthly,False
2024-03,atlag,brutto,muveszet_szabadido,,579800,monthly,False
2024-03,atlag,brutto,nem_kozfoglalk,,669500,monthly,False
2024-03,atlag,brutto,nemzetgazdasag,,658400,monthly,True
2024-03,atlag,brutto,nonprofit,,638800,monthly,True
2024-03,atlag,brutto,oktatas,,643700,monthly,False
2024-03,atlag,brutto,penzugyi_szolgaltatas,,1162600,monthly,False
2024-03,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,424300,monthly,False
2024-03,atlag,brutto,szallitas_raktarozas,,589500,monthly,False
2024-03,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,888800,monthly,False
2024-03,atlag,brutto,vallalkozas,,675300,monthly,True
2024-03,atlag,brutto,viz_es_hulladekgazdalkodas,,611600,monthly,False
2024-03,atlag,netto,koltsegvetes,kedvezmeny_nelkul,403000,monthly,True
2024-03,atlag,netto,kozfoglalk,kedvezmeny_nelkul,89100,monthly,True
2024-03,atlag,netto,nem_kozfoglalk,kedvezmeny_nelkul,445200,monthly,False
2024-03,atlag,netto,nemzetgazdasag,kedvezmennyel,452700,monthly,True
2024-03,atlag,netto,nemzetgazdasag,kedvezmeny_nelkul,437800,monthly,True
2024-03,atlag,netto,nonprofit,kedvezmeny_nelkul,424800,monthly,True
2024-03,atlag,netto,vallalkozas,kedvezmeny_nelkul,449100,monthly,True
2024-03,median,brutto,nemzetgazdasag,,510000,monthly,True
2024-03,median,netto,nemzetgazdasag,kedvezmennyel,354500,monthly,True
2024-03,rendsz,brutto,koltsegvetes,,588800,monthly,True
2024-03,rendsz,brutto,nemzetgazdasag,,598400,monthly,True
2024-03,rendsz,brutto,nonprofit,,620200,monthly,True
2024-03,rendsz,brutto,vallalkozas,,598900,monthly,True
2024-04,atlag,brutto,adminisztrativ_szolgaltatasok,,529200,monthly,False
2024-04,atlag,brutto,banyaszat,,742900,monthly,False
2024-04,atlag,brutto,egeszsegugyi_szocialis_ellatas,,696400,monthly,False
2024-04,atlag,brutto,egyeb_szolgaltatas,,480200,monthly,False
2024-04,atlag,brutto,energiaipar,,881100,monthly,False
2024-04,atlag,brutto,epitoipar,,493400,monthly,False
2024-04,atlag,brutto,feldolgozoipar,,680700,monthly,False
2024-04,atlag,brutto,informacio_kommunikacio,,1033700,monthly,False
2024-04,atlag,brutto,ingatlanugyletek,,563100,monthly,False
2024-04,atlag,brutto,kereskedelem,,569800,monthly,False
2024-04,atlag,brutto,koltsegvetes,,621600,monthly,True
2024-04,atlag,brutto,kozfoglalk,,133200,monthly,True
2024-04,atlag,brutto,kozigazgatas,,723100,monthly,False
2024-04,atlag,brutto,mezogazdasag,,484300,monthly,False
2024-04,atlag,brutto,muveszet_szabadido,,581300,monthly,False
2024-04,atlag,brutto,nem_kozfoglalk,,656300,monthly,False
2024-04,atlag,brutto,nemzetgazdasag,,645300,monthly,True
2024-04,atlag,brutto,nonprofit,,632300,monthly,True
2024-04,atlag,brutto,oktatas,,647300,monthly,False
2024-04,atlag,brutto,penzugyi_szolgaltatas,,1183600,monthly,False
2024-04,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,415600,monthly,False
2024-04,atlag,brutto,szallitas_raktarozas,,601800,monthly,False
2024-04,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,829500,monthly,False
2024-04,atlag,brutto,vallalkozas,,653300,monthly,True
2024-04,atlag,brutto,viz_es_hulladekgazdalkodas,,599600,monthly,False
2024-04,atlag,netto,koltsegvetes,kedvezmeny_nelkul,413300,monthly,True
2024-04,atlag,netto,kozfoglalk,kedvezmeny_nelkul,88600,monthly,True
2024-04,atlag,netto,nem_kozfoglalk,kedvezmeny_nelkul,436500,monthly,False
2024-04,atlag,netto,nemzetgazdasag,kedvezmennyel,444000,monthly,True
2024-04,atlag,netto,nemzetgazdasag,kedvezmeny_nelkul,429100,monthly,True
2024-04,atlag,netto,nonprofit,kedvezmeny_nelkul,420500,monthly,True
2024-04,atlag,netto,vallalkozas,kedvezmeny_nelkul,434500,monthly,True
2024-04,median,brutto,nemzetgazdasag,,516000,monthly,True
2024-04,median,netto,nemzetgazdasag,kedvezmennyel,357900,monthly,True
2024-04,rendsz,brutto,koltsegvetes,,600600,monthly,True
2024-04,rendsz,brutto,nemzetgazdasag,,596200,monthly,True
2024-04,rendsz,brutto,nonprofit,,620700,monthly,True
2024-04,rendsz,brutto,vallalkozas,,592500,monthly,True
2024-05,atlag,brutto,adminisztrativ_szolgaltatasok,,538000,monthly,False
2024-05,atlag,brutto,banyaszat,,766900,monthly,False
2024-05,atlag,brutto,egeszsegugyi_szocialis_ellatas,,690200,monthly,False
2024-05,atlag,brutto,egyeb_szolgaltatas,,493100,monthly,False
2024-05,atlag,brutto,energiaipar,,1333000,monthly,False
2024-05,atlag,brutto,epitoipar,,504700,monthly,False
2024-05,atlag,brutto,feldolgozoipar,,703900,monthly,False
2024-05,atlag,brutto,informacio_kommunikacio,,1023700,monthly,False
2024-05,atlag,brutto,ingatlanugyletek,,564100,monthly,False
2024-05,atlag,brutto,kereskedelem,,562600,monthly,False
2024-05,atlag,brutto,koltsegvetes,,609800,monthly,True
2024-05,atlag,brutto,kozfoglalk,,132900,monthly,True
2024-05,atlag,brutto,kozigazgatas,,690200,monthly,False
2024-05,atlag,brutto,mezogazdasag,,491700,monthly,False
2024-05,atlag,brutto,muveszet_szabadido,,622300,monthly,False
2024-05,atlag,brutto,nem_kozfoglalk,,663300,monthly,False
2024-05,atlag,brutto,nemzetgazdasag,,652000,monthly,True
2024-05,atlag,brutto,nonprofit,,656200,monthly,True
2024-05,atlag,brutto,oktatas,,655900,monthly,False
2024-05,atlag,brutto,penzugyi_szolgaltatas,,1138200,monthly,False
2024-05,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,417600,monthly,False
2024-05,atlag,brutto,szallitas_raktarozas,,617800,monthly,False
