date,measure,tax,scope,netto_koncepcio,value,period,incl_kozfoglalk,agazat,sorozat
2023-10-01,atlag,brutto,energiaipar,NA,780200,monthly,FALSE,Energiaipar,saját ág
2023-10-01,atlag,brutto,epitoipar,NA,439600,monthly,FALSE,Építőipar,saját ág
2023-10-01,atlag,brutto,feldolgozoipar,NA,602700,monthly,FALSE,Feldolgozóipar,saját ág
2023-10-01,atlag,brutto,ingatlanugyletek,NA,484700,monthly,FALSE,Ingatlanügyletek,saját ág
2023-10-01,atlag,brutto,kereskedelem,NA,505100,monthly,FALSE,Kereskedelem,saját ág
2023-10-01,atlag,brutto,kozigazgatas,NA,631700,monthly,FALSE,Közigazgatás,saját ág
2023-10-01,atlag,brutto,mezogazdasag,NA,442900,monthly,FALSE,Mezőgazdaság,saját ág
2023-10-01,atlag,brutto,muveszet_szabadido,NA,548000,monthly,FALSE,"Művészet, sport, szabadidő",saját ág
2023-10-01,atlag,brutto,oktatas,NA,521200,monthly,FALSE,Oktatás,saját ág
2023-10-01,atlag,brutto,penzugyi_szolgaltatas,NA,928100,monthly,FALSE,Pénzügyi szolgáltatás,saját ág
2023-10-01,atlag,brutto,szallashely_szolgaltatas_vendeglatas,NA,367900,monthly,FALSE,"Szálláshely-szolgáltatás, vendéglátás",saját ág
2023-10-01,atlag,brutto,szallitas_raktarozas,NA,523800,monthly,FALSE,"Szállítás, raktározás",saját ág
2023-10-01,atlag,brutto,tudomanyos_muszaki_tevekenyseg,NA,711500,monthly,FALSE,Tudományos és műszaki tevékenység,saját ág
2023-10-01,atlag,brutto,viz_es_hulladekgazdalkodas,NA,510200,monthly,FALSE,Víz- és hulladékgazdálkodás,saját ág
2023-11-01,atlag,brutto,adminisztrativ_szolgaltatasok,NA,503500,monthly,FALSE,Adminisztratív szolgáltatás,saját ág
2023-11-01,atlag,brutto,banyaszat,NA,767800,monthly,FALSE,Bányászat,saját ág
2023-11-01,atlag,brutto,egeszsegugyi_szocialis_ellatas,NA,668600,monthly,FALSE,"Egészségügy, szociális ellátás",saját ág
2023-11-01,atlag,brutto,egyeb_szolgaltatas,NA,480800,monthly,FALSE,Egyéb szolgáltatás,saját ág
2023-11-01,atlag,brutto,energiaipar,NA,900200,monthly,FALSE,Energiaipar,saját ág
2023-11-01,atlag,brutto,epitoipar,NA,475100,monthly,FALSE,Építőipar,saját ág
2023-11-01,atlag,brutto,feldolgozoipar,NA,689700,monthly,FALSE,Feldolgozóipar,saját ág
2023-11-01,atlag,brutto,ingatlanugyletek,NA,539900,monthly,FALSE,Ingatlanügyletek,saját ág
2023-11-01,atlag,brutto,kereskedelem,NA,547900,monthly,FALSE,Kereskedelem,saját ág
2023-11-01,atlag,brutto,kozigazgatas,NA,714400,monthly,FALSE,Közigazgatás,saját ág
2023-11-01,atlag,brutto,mezogazdasag,NA,478400,monthly,FALSE,Mezőgazdaság,saját ág
2023-11-01,atlag,brutto,muveszet_szabadido,NA,624200,monthly,FALSE,"Művészet, sport, szabadidő",saját ág
2023-11-01,atlag,brutto,oktatas,NA,613700,monthly,FALSE,Oktatás,saját ág
2023-11-01,atlag,brutto,penzugyi_szolgaltatas,NA,948900,monthly,FALSE,Pénzügyi szolgáltatás,saját ág
2023-11-01,atlag,brutto,szallashely_szolgaltatas_vendeglatas,NA,387400,monthly,FALSE,"Szálláshely-szolgáltatás, vendéglátás",saját ág
2023-11-01,atlag,brutto,szallitas_raktarozas,NA,550800,monthly,FALSE,"Szállítás, raktározás",saját ág
2023-11-01,atlag,brutto,tudomanyos_muszaki_tevekenyseg,NA,775200,monthly,FALSE,Tudományos és műszaki tevékenység,saját ág
2023-11-01,atlag,brutto,viz_es_hulladekgazdalkodas,NA,602100,monthly,FALSE,Víz- és hulladékgazdálkodás,saját ág
2023-12-01,atlag,brutto,adminisztrativ_szolgaltatasok,NA,536800,monthly,FALSE,Adminisztratív szolgáltatás,saját ág
2023-12-01,atlag,brutto,banyaszat,NA,839500,monthly,FALSE,Bányászat,saját ág
2023-12-01,atlag,brutto,egeszsegugyi_szocialis_ellatas,NA,683800,monthly,FALSE,"Egészségügy, szociális ellátás",saját ág
2023-12-01,atlag,brutto,egyeb_szolgaltatas,NA,587500,monthly,FALSE,Egyéb szolgáltatás,saját ág
2023-12-01,atlag,brutto,energiaipar,NA,913300,monthly,FALSE,Energiaipar,saját ág
2023-12-01,atlag,brutto,epitoipar,NA,543800,monthly,FALSE,Építőipar,saját ág
2023-12-01,atlag,brutto,feldolgozoipar,NA,687500,monthly,FALSE,Feldolgozóipar,saját ág
2023-12-01,atlag,brutto,ingatlanugyletek,NA,606900,monthly,FALSE,Ingatlanügyletek,saját ág
2023-12-01,atlag,brutto,kereskedelem,NA,578300,monthly,FALSE,Kereskedelem,saját ág
2023-12-01,atlag,brutto,kozigazgatas,NA,699900,monthly,FALSE,Közigazgatás,saját ág
2023-12-01,atlag,brutto,mezogazdasag,NA,561600,monthly,FALSE,Mezőgazdaság,saját ág
2023-12-01,atlag,brutto,muveszet_szabadido,NA,682800,monthly,FALSE,"Művészet, sport, szabadidő",saját ág
2023-12-01,atlag,brutto,oktatas,NA,612200,monthly,FALSE,Oktatás,saját ág
2023-12-01,atlag,brutto,penzugyi_szolgaltatas,NA,1251500,monthly,FALSE,Pénzügyi szolgáltatás,saját ág
2023-12-01,atlag,brutto,szallashely_szolgaltatas_vendeglatas,NA,421500,monthly,FALSE,"Szálláshely-szolgáltatás, vendéglátás",saját ág
2023-12-01,atlag,brutto,szallitas_raktarozas,NA,588300,monthly,FALSE,"Szállítás, raktározás",saját ág
2023-12-01,atlag,brutto,tudomanyos_muszaki_tevekenyseg,NA,859100,monthly,FALSE,Tudományos és műszaki tevékenység,saját ág
2023-12-01,atlag,brutto,viz_es_hulladekgazdalkodas,NA,734800,monthly,FALSE,Víz- és hulladékgazdálkodás,saját ág
2024-01-01,atlag,brutto,adminisztrativ_szolgaltatasok,NA,511200,monthly,FALSE,Adminisztratív szolgáltatás,saját ág
2024-01-01,atlag,brutto,banyaszat,NA,660600,monthly,FALSE,Bányászat,saját ág
2024-01-01,atlag,brutto,egeszsegugyi_szocialis_ellatas,NA,654500,monthly,FALSE,"Egészségügy, szociális ellátás",saját ág
2024-01-01,atlag,brutto,egyeb_szolgaltatas,NA,462900,monthly,FALSE,Egyéb szolgáltatás,saját ág
2024-01-01,atlag,brutto,energiaipar,NA,798700,monthly,FALSE,Energiaipar,saját ág
2024-01-01,atlag,brutto,epitoipar,NA,470000,monthly,FALSE,Építőipar,saját ág
2024-01-01,atlag,brutto,feldolgozoipar,NA,638100,monthly,FALSE,Feldolgozóipar,saját ág
2024-01-01,atlag,brutto,ingatlanugyletek,NA,512200,monthly,FALSE,Ingatlanügyletek,saját ág
2024-01-01,atlag,brutto,kereskedelem,NA,544800,monthly,FALSE,Kereskedelem,saját ág
2024-01-01,atlag,brutto,kozigazgatas,NA,666300,monthly,FALSE,Közigazgatás,saját ág
2024-01-01,atlag,brutto,mezogazdasag,NA,456800,monthly,FALSE,Mezőgazdaság,saját ág
2024-01-01,atlag,brutto,muveszet_szabadido,NA,575100,monthly,FALSE,"Művészet, sport, szabadidő",saját ág
2024-01-01,atlag,brutto,oktatas,NA,616200,monthly,FALSE,Oktatás,saját ág
2024-01-01,atlag,brutto,penzugyi_szolgaltatas,NA,977100,monthly,FALSE,Pénzügyi szolgáltatás,saját ág
2024-01-01,atlag,brutto,szallashely_szolgaltatas_vendeglatas,NA,398100,monthly,FALSE,"Szálláshely-szolgáltatás, vendéglátás",saját ág
2024-01-01,atlag,brutto,szallitas_raktarozas,NA,567800,monthly,FALSE,"Szállítás, raktározás",saját ág
2024-01-01,atlag,brutto,tudomanyos_muszaki_tevekenyseg,NA,765600,monthly,FALSE,Tudományos és műszaki tevékenység,saját ág
2024-01-01,atlag,brutto,viz_es_hulladekgazdalkodas,NA,523600,monthly,FALSE,Víz- és hulladékgazdálkodás,saját ág
2024-02-01,atlag,brutto,adminisztrativ_szolgaltatasok,NA,501600,monthly,FALSE,Adminisztratív szolgáltatás,saját ág
2024-02-01,atlag,brutto,banyaszat,NA,686300,monthly,FALSE,Bányászat,saját ág
2024-02-01,atlag,brutto,egeszsegugyi_szocialis_ellatas,NA,643800,monthly,FALSE,"Egészségügy, szociális ellátás",saját ág
2024-02-01,atlag,brutto,egyeb_szolgaltatas,NA,472200,monthly,FALSE,Egyéb szolgáltatás,saját ág
